# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 980  of event 'cycles'
# Event count (approx.): 47378915109
#
# Overhead  Command          Shared Object               Symbol                                          IPC   [IPC Coverage]
# ........  ...............  ..........................  ..............................................  ....................
#
     3.25%  bench_sock       [kernel.kallsyms]           [k] psi_group_change                            -      -            
     2.31%  echo_sock        [kernel.kallsyms]           [k] psi_group_change                            -      -            
     1.71%  echo_sock        [kernel.kallsyms]           [k] update_load_avg                             -      -            
     1.61%  bench_sock       libc.so.6                   [.] pthread_mutex_unlock@@GLIBC_2.2.5           -      -            
     1.40%  bench_sock       [kernel.kallsyms]           [k] update_curr                                 -      -            
     1.26%  echo_sock        [kernel.kallsyms]           [k] save_fpregs_to_fpstate                      -      -            
     1.19%  echo_sock        [kernel.kallsyms]           [k] native_queued_spin_lock_slowpath.part.0     -      -            
     1.18%  echo_sock        libc.so.6                   [.] __memmove_avx512_unaligned_erms             -      -            
     1.18%  bench_sock       [kernel.kallsyms]           [k] __update_load_avg_se                        -      -            
     1.18%  bench_sock       [kernel.kallsyms]           [k] native_sched_clock                          -      -            
     1.18%  bench_sock       [kernel.kallsyms]           [k] _raw_spin_lock_irq                          -      -            
     1.07%  echo_sock        [kernel.kallsyms]           [k] syscall_return_via_sysret                   -      -            
     0.99%  echo_sock        [kernel.kallsyms]           [k] __update_load_avg_cfs_rq                    -      -            
     0.93%  echo_sock        [kernel.kallsyms]           [k] __update_load_avg_se                        -      -            
     0.91%  echo_sock        libc.so.6                   [.] read                                        -      -            
     0.88%  echo_sock        [kernel.kallsyms]           [k] arch_exit_to_user_mode_prepare.constprop.0  -      -            
     0.86%  bench_sock       [kernel.kallsyms]           [k] _raw_spin_lock_irqsave                      -      -            
     0.80%  echo_sock        libc.so.6                   [.] pthread_mutex_unlock@@GLIBC_2.2.5           -      -            
     0.79%  echo_sock        [kernel.kallsyms]           [k] __get_user_8                                -      -            
     0.78%  perf             [kernel.kallsyms]           [k] __ext4_journal_get_write_access             -      -            
     0.75%  bench_sock       [kernel.kallsyms]           [k] restore_fpregs_from_fpstate                 -      -            
     0.75%  bench_sock       libc.so.6                   [.] pthread_mutex_lock@@GLIBC_2.2.5             -      -            
     0.75%  echo_sock        [kernel.kallsyms]           [k] __schedule                                  -      -            
     0.70%  echo_sock        [kernel.kallsyms]           [k] __switch_to                                 -      -            
     0.70%  echo_sock        [kernel.kallsyms]           [k] restore_fpregs_from_fpstate                 -      -            
     0.70%  bench_sock       [kernel.kallsyms]           [k] enqueue_task_fair                           -      -            
     0.69%  echo_sock        [kernel.kallsyms]           [k] __fget_files                                -      -            
     0.68%  echo_sock        [kernel.kallsyms]           [k] pick_next_task_fair                         -      -            
     0.68%  swapper          [kernel.kallsyms]           [k] mwait_idle_with_hints.constprop.0           -      -            
     0.65%  bench_sock       [kernel.kallsyms]           [k] __switch_to                                 -      -            
     0.64%  bench_sock       [kernel.kallsyms]           [k] __update_load_avg_cfs_rq                    -      -            
     0.64%  bench_sock       [kernel.kallsyms]           [k] reweight_entity                             -      -            
     0.64%  bench_sock       [kernel.kallsyms]           [k] switch_mm_irqs_off                          -      -            
     0.64%  bench_sock       [kernel.kallsyms]           [k] native_irq_return_iret                      -      -            
     0.62%  echo_sock        [kernel.kallsyms]           [k] update_curr                                 -      -            
     0.61%  echo_sock        [kernel.kallsyms]           [k] update_min_vruntime                         -      -            
     0.59%  echo_sock        [kernel.kallsyms]           [k] futex_wake                                  -      -            
     0.54%  bench_sock       [kernel.kallsyms]           [k] psi_task_switch                             -      -            
     0.54%  bench_sock       [kernel.kallsyms]           [k] do_syscall_64                               -      -            
     0.54%  bench_sock       [kernel.kallsyms]           [k] update_load_avg                             -      -            
     0.54%  bench_sock       [kernel.kallsyms]           [k] update_cfs_group                            -      -            
     0.54%  bench_sock       [kernel.kallsyms]           [k] exit_to_user_mode_loop                      -      -            
     0.54%  bench_sock       [kernel.kallsyms]           [k] __put_user_nocheck_8                        -      -            
     0.54%  bench_sock       libc.so.6                   [.] __memmove_avx512_unaligned_erms             -      -            
     0.54%  bench_sock       [kernel.kallsyms]           [k] fput_many                                   -      -            
     0.51%  echo_sock        [kernel.kallsyms]           [k] enqueue_task_fair                           -      -            
     0.50%  echo_sock        [kernel.kallsyms]           [k] do_poll.constprop.0                         -      -            
     0.50%  echo_sock        [kernel.kallsyms]           [k] iterate_groups                              -      -            
     0.49%  echo_sock        [kernel.kallsyms]           [k] switch_fpu_return                           -      -            
     0.49%  echo_sock        [kernel.kallsyms]           [k] __calc_delta                                -      -            
     0.49%  echo_sock        [kernel.kallsyms]           [k] native_sched_clock                          -      -            
     0.49%  echo_sock        [kernel.kallsyms]           [k] dequeue_task_fair                           -      -            
     0.47%  echo_sock        [kernel.kallsyms]           [k] copy_user_generic_unrolled                  -      -            
     0.47%  bench_sock       libdpumesh.so.4             [.] 0x000000000000620d                          -      -            
     0.47%  echo_sock        [kernel.kallsyms]           [k] fput_many                                   -      -            
     0.43%  bench_sock       [kernel.kallsyms]           [k] entry_SYSCALL_64_after_hwframe              -      -            
     0.43%  bench_sock       libc.so.6                   [.] __GI___lll_lock_wake                        -      -            
     0.43%  bench_sock       [kernel.kallsyms]           [k] _raw_spin_lock                              -      -            
     0.43%  bench_sock       [kernel.kallsyms]           [k] syscall_return_via_sysret                   -      -            
     0.43%  bench_sock       libc.so.6                   [.] __GI___lll_lock_wait                        -      -            
     0.43%  bench_sock       [kernel.kallsyms]           [k] syscall_exit_to_user_mode                   -      -            
     0.43%  bench_sock       [kernel.kallsyms]           [k] save_fpregs_to_fpstate                      -      -            
     0.43%  bench_sock       [mlx5_core]                 [k] free_4k                                     -      -            
     0.43%  bench_sock       [kernel.kallsyms]           [k] prepare_task_switch                         -      -            
     0.42%  echo_sock        libc.so.6                   [.] __GI___lll_lock_wake                        -      -            
     0.41%  echo_sock        [kernel.kallsyms]           [k] entry_SYSCALL_64                            -      -            
     0.41%  echo_sock        libc.so.6                   [.] __GI___lll_lock_wait                        -      -            
     0.40%  echo_sock        [kernel.kallsyms]           [k] entry_SYSCALL_64_after_hwframe              -      -            
     0.38%  echo_sock        [kernel.kallsyms]           [k] __rseq_handle_notify_resume                 -      -            
     0.38%  echo_sock        [kernel.kallsyms]           [k] __ksize                                     -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] __calc_delta                                -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] dequeue_task_fair                           -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] finish_task_switch.isra.0                   -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] native_apic_msr_eoi_write                   -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] mutex_unlock                                -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] __schedule                                  -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] __rseq_handle_notify_resume                 -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] switch_fpu_return                           -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] resched_curr                                -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] __get_user_8                                -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] unix_stream_read_generic                    -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] __lock_text_start                           -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] try_to_wake_up                              -      -            
     0.32%  bench_sock       libc.so.6                   [.] read                                        -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] enqueue_entity                              -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] arch_exit_to_user_mode_prepare.constprop.0  -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] ep_poll_callback                            -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] _copy_to_iter                               -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] __rdgsbase_inactive                         -      -            
     0.32%  bench_sock       [kernel.kallsyms]           [k] pick_next_entity                            -      -            
